Montreal Alouettes,MTL
S,Matt Webster,25,2014,59,58,66,62,70,83,1.1,2
CB,Brandon Harris,27,2011,79,74,58,78,81,70,4.5,4
CB,Akwasi Owusu,29,2008,86,58,68,72,88,80,3.0,3
CB,Cassius Vaughgn,29,2008,56,83,88,79,83,75,2.0,2
CB,Tyrell Clifton,25,2014,81,52,91,74,82,60,2.4,1
CB,Theo Jerry,26,2011,73,71,51,75,68,66,2.0,1
CB,Juan Shawnte,26,2012,80,79,50,69,62,64,0.5,1
DL,Ken Bishop,26,2012,67,79,89,69,58,88,4.0,1
DL,Victor Butler,29,2008,82,84,59,75,74,80,2.0,4
DL,Jeffrey Finley,25,2014,67,74,85,76,70,60,5.5,2
DL,Cleyon Laing,26,2013,83,58,73,75,78,80,4.5,1
DL,Shawn Lemon,28,2009,73,86,70,83,63,74,3.0,3
DL,Eric Martin,25,2013,85,67,62,80,56,80,2.0,4
DL,Justin Tuggle,27,2011,84,78,81,61,71,64,0.5,2
DL,Joseph Roman,30,2008,58,51,54,61,60,69,0.5,1
LB,Marcus Ball,30,2008,74,65,72,86,76,89,6.0,4
LB,Bear Woods,30,2008,79,85,55,82,89,87,3.0,4
LB,Rico Murray,29,2009,85,81,68,75,63,71,1.0,1
LB,Terrance Plummer,24,2015,81,61,74,78,57,70,0.5,3
LB,Joseph Kobe,30,2008,71,64,61,69,65,67,0.5,1
LB,Bobby Dick,25,2013,96,78,57,68,56,63,0.5,1
LB,Charles Kevin,31,2007,75,63,72,61,63,62,0.5,1
LB,Javan Rufus,31,2007,52,66,104,65,55,57,0.5,1
END_PLAYERS
Northern Bisons,NRN
QB,Tristram Sanders,33,2004,98,84,51,110,90,78,21.3,4
QB,Damon Theo,29,2009,54,77,90,60,64,67,3.5,1
RB,Rosendo Hartwin,27,2010,92,55,65,79,67,89,5.0,3
RB,Victor Marcel,30,2008,79,69,83,79,78,70,3.3,2
RB,Paul Harold,26,2013,91,69,81,69,78,70,3.3,2
RB,Long Kaynard,24,2014,56,57,90,67,69,56,0.5,1
WR,Edward Jeremy,29,2009,89,64,66,84,101,80,7.5,4
WR,Michael Orlando,29,2010,79,74,78,67,75,88,3.0,1
WR,Zed Mattias,23,2016,98,87,79,69,92,70,4.0,4
WR,Johnson Robert,29,2009,71,68,51,81,63,61,2.3,2
WR,Rodell Rhys,33,2005,78,65,105,60,66,68,0.5,1
WR,Walter Scott,28,2010,86,75,60,61,63,69,0.5,1
OL,Gerald Michael,25,2012,66,61,65,93,72,65,4.4,1
OL,Tre Wardell,32,2005,81,57,79,88,65,73,3.3,4
OL,John Jason,26,2011,71,70,87,84,62,72,3.1,2
OL,Dirk Douglas,37,2002,85,82,92,74,80,82,2.2,3
OL,Tyrell Daniel,24,2015,62,79,56,73,82,77,2.9,2
OL,Theo Umar,25,2012,97,57,60,70,72,83,2.6,3
OL,Frank Mark,28,2009,60,65,85,73,74,58,1.9,3
OL,Adam Reggie,33,2005,84,81,75,69,64,69,0.5,1
OL,Frank Michael,23,2015,61,70,57,69,69,59,0.5,1
OL,Brian Alwan,24,2014,60,60,56,55,68,66,0.5,1
K,Ryan Tyronne,31,2007,50,64,51,90,72,59,2.2,4
K,Joseph William,24,2014,50,76,93,62,58,63,0.5,1
S,Myers Eli,29,2008,86,64,85,77,72,71,3.0,1
S,Wendell Kobe,25,2013,70,75,71,59,58,58,0.5,1
CB,Terrell Rufus,21,2016,93,62,71,86,95,81,4.5,4
CB,Adrian Joseph,27,2010,89,85,94,82,75,67,2.9,1
CB,Benton Lavon,25,2014,57,64,60,79,64,71,2.6,3
CB,Richard Draymond,28,2010,88,62,101,78,70,65,2.2,1
CB,Michael Paul,27,2010,63,51,79,73,75,65,2.0,3
CB,Clayton Umar,30,2008,69,68,83,65,59,59,0.5,1
DL,Denver Fillin,23,2016,68,77,79,69,83,74,1.0,4
DL,Benton Wayne,28,2010,76,74,63,81,92,77,4.0,4
DL,Roman Dequain,25,2012,79,66,75,83,65,64,2.9,3
DL,Randall Wayne,25,2014,54,51,82,78,69,68,2.8,2
DL,Spike George,25,2012,72,70,50,77,72,61,2.4,3
DL,Tran Peyton,31,2007,88,57,66,68,56,59,0.5,1
DL,Odell Omari,33,2005,68,55,60,62,58,55,0.5,1
DL,Spike Quinton,23,2015,50,66,58,56,68,55,0.5,1
LB,Trayvon Dick,28,2009,63,59,83,85,85,63,3.5,3
LB,Nate Walter,25,2012,80,63,61,76,95,70,3.5,3
LB,Aaron Samuel,27,2012,96,75,71,76,77,84,3.1,3
LB,Clayton Daniel,28,2010,74,58,51,64,86,78,2.0,1
LB,James Eli,32,2006,86,53,80,66,65,60,0.5,1
LB,Joe Hunter,31,2007,88,64,101,66,58,60,0.5,1
LB,Joshua Damon,22,2016,70,51,59,64,62,62,0.5,1
LB,Frank Ralph,25,2013,81,77,91,63,56,68,0.5,1
END_PLAYERS
Quebec Outlaws,QBC
QB,Bruno Alger,27,2010,80,59,80,70,86,78,9.8,3
RB,Hyacinthe Eustache,21,2016,81,80,73,88,81,91,4.5,4
RB,Jerry Sacha,31,2008,82,83,71,71,92,73,4.4,2
RB,Edward Patrick,25,2013,99,80,88,69,75,69,3.3,2
RB,Damarco Carl,29,2009,71,51,78,63,69,68,0.5,1
WR,Scott Joe,23,2015,80,65,68,93,80,83,8.3,3
WR,Jerry Wardell,30,2009,92,54,98,78,68,76,3.2,1
WR,Gale Sheamus,22,2016,64,75,82,71,88,72,3.0,4
WR,Damarco Michael,30,2009,89,64,84,67,66,83,2.1,2
WR,Fred Talin,33,2005,59,54,80,64,64,66,0.5,1
WR,Jason Tyree,26,2012,73,56,50,65,56,67,0.5,1
OL,Edward Odell,31,2007,101,70,69,105,89,77,8.0,1
OL,Arne Marco,27,2011,64,72,74,82,64,75,3.1,1
OL,Matthew Adam,25,2012,102,62,62,79,70,76,3.1,1
OL,Shea Aubin,25,2014,62,51,59,74,76,78,2.9,1
OL,Frank Raymond,26,2013,90,71,67,73,70,74,2.2,3
OL,Squires Henry,27,2010,52,69,63,81,53,62,2.0,2
OL,Damon Ralph,28,2010,68,77,51,66,69,69,0.5,1
OL,Randall Deon,23,2015,89,75,69,60,69,69,0.5,1
OL,Clayton George,30,2008,65,64,60,63,57,59,0.5,1
OL,Ha-Ha Roy,24,2014,79,65,87,60,59,64,0.5,1
K,Wendell Adrian,30,2007,92,73,64,84,82,67,2.5,1
S,Coilean Boris,23,2015,96,59,63,81,70,65,3.5,2
S,Kim Charles,22,2016,85,51,68,66,67,57,0.5,1
CB,James Paul,25,2012,87,75,70,85,80,60,3.3,2
CB,Jerraud Powers,28,2009,77,82,90,86,90,50,1.8,1
CB,Lucien Prudenzio,26,2013,81,66,85,75,90,46,0.7,4
CB,Matthew Keon,25,2012,50,58,86,67,82,75,2.4,3
CB,Joe Richard,23,2014,63,64,53,64,69,85,2.0,1
CB,Harold Benton,30,2008,62,73,74,65,58,58,0.5,1
DL,Russell Paul,23,2015,82,71,75,67,65,67,0.5,1
DL,Hunter Tre,30,2007,92,82,66,64,97,93,2.8,1
DL,John Lavon,22,2016,96,72,81,82,61,61,2.8,1
DL,Comgal Hilaire,26,2013,66,66,93,70,92,68,2.6,2
DL,Damon Damarco,23,2015,50,69,76,72,61,86,2.4,3
DL,Cordell Spike,23,2014,77,51,80,60,91,79,2.0,1
DL,Spike Robert,23,2015,63,52,80,64,60,55,0.5,1
LB,Tendai Milton,22,2016,85,95,68,65,87,79,1.0,4
LB,Kevin Andre,33,2005,86,81,81,79,69,94,3.1,2
LB,Michael Douglas,23,2015,97,59,60,67,72,83,2.2,1
LB,Brian Rufus,32,2006,53,60,54,64,63,67,0.5,1
LB,Ryan Clifton,30,2008,77,55,78,63,64,63,0.5,1
LB,Tyrell Deon,33,2005,83,77,78,64,62,57,0.5,1
LB,Joshua Omari,25,2013,57,66,75,61,59,62,0.5,1
END_PLAYERS
Halifax Concordes,HAL
QB,Gabriel Marcel,28,2009,75,57,65,62,97,68,9.8,3
QB,Kaynard Fred,28,2009,78,68,50,72,83,69,8.2,3
RB,Jace Damham,22,2016,67,78,77,69,83,79,1.0,4
RB,John Donald,26,2012,85,63,50,105,65,69,5.3,3
RB,Lucius Steven,26,2011,79,76,65,68,62,88,3.3,1
RB,Hunter Orlando,29,2009,52,62,60,59,61,69,0.5,1
WR,Alfred Phelan,28,2010,77,75,69,81,74,67,0.5,1
WR,Dajon Dexter,22,2015,56,65,58,71,62,89,3.5,1
WR,Tim Vashan,24,2013,50,56,50,71,72,72,2.8,1
WR,Frank Eli,28,2011,56,66,91,78,61,70,2.6,2
WR,Brady Omari,28,2010,77,75,69,61,64,57,0.5,1
OL,Chi Joseph,22,2016,86,89,80,75,92,89,3.0,4
OL,Omarr Damon,32,2005,96,66,68,105,81,82,7.7,3
OL,Randall Ha-Ha,29,2008,75,83,50,85,68,58,2.8,1
OL,Billy Rondall,27,2011,85,52,66,81,59,74,2.8,3
OL,Jimmy Adam,23,2014,83,60,89,77,57,84,2.8,1
OL,Patrick Myers,23,2015,60,73,65,78,60,66,2.4,3
OL,Ryan Isaac,25,2012,103,82,73,67,64,85,2.0,2
OL,Dajon Andrew,32,2006,91,58,59,63,64,63,0.5,1
OL,Roman Thomas,28,2010,69,57,54,62,64,61,0.5,1
OL,Douglas Anthony,25,2013,50,74,70,63,64,56,0.5,1
K,Squires Adam,27,2011,65,59,52,93,82,65,3.7,1
K,Tim Isaac,25,2013,53,50,65,59,61,67,0.5,1
S,David Adrian,31,2007,90,59,85,80,83,70,3.7,3
S,Joe Kobe,24,2014,80,61,54,57,59,61,0.5,1
CB,Mirko Roland,21,2016,60,68,63,96,75,89,4.5,4
CB,Kendall Gilberto,27,2012,87,56,97,86,69,70,3.1,2
CB,Tyronne Clayton,25,2012,101,62,62,83,62,70,2.8,1
CB,Gerald Juan,25,2012,53,50,81,81,63,64,2.4,1
CB,Ben Peter,28,2011,74,67,96,66,64,84,1.9,2
CB,Juan Otis,31,2007,64,69,64,65,64,62,0.5,1
DL,Ryan Jack,29,2009,74,51,87,86,94,59,4.0,3
DL,Russell Squires,29,2010,84,80,79,80,76,83,3.3,1
DL,Fulbert Lucho,21,2016,59,77,98,78,80,66,3.3,3
DL,Kim Juan,30,2008,92,58,58,74,74,69,2.2,3
DL,Theo Hunter,29,2008,63,58,114,76,62,73,2.0,3
DL,Damon Omarr,23,2015,54,74,92,62,65,69,0.5,1
DL,Carlos Javan,26,2012,60,52,52,62,57,68,0.5,1
DL,Randall Raymond,29,2009,81,68,92,58,56,65,0.5,1
LB,Juan Adrian,29,2009,83,60,56,79,107,85,5.2,4
LB,Iggy Ruben,27,2012,56,64,51,82,65,71,2.9,3
LB,Charles Kim,24,2015,63,63,93,81,73,62,2.9,2
LB,Jeremiah Carl,28,2009,61,60,50,70,71,72,1.9,2
LB,Adrian Raymond,23,2015,73,68,91,61,60,67,0.5,1
LB,Tre Dennis,29,2009,68,73,52,64,59,58,0.5,1
LB,Gerald Robert,28,2010,68,73,84,58,69,61,0.5,1
LB,Tupac Harold,29,2009,50,58,65,61,55,65,0.5,1
END_PLAYERS
Atlantic Schooners,ATL
QB,Andre Fabrizio,27,2010,62,71,78,86,80,71,11.0,4
QB,Omari Charles,26,2011,50,75,55,75,70,67,5.7,2
RB,Basile Edison,22,2016,66,75,78,70,79,84,3.0,4
RB,Chris Norman,34,2005,88,81,62,78,84,73,4.2,2
RB,Tyronne Reggie,27,2011,72,57,61,69,78,64,2.8,3
RB,Carlos Omari,26,2012,95,64,50,63,62,67,0.5,1
WR,Wendell Blewitt,25,2012,98,72,96,73,110,65,5.0,4
WR,Orfeo Sven,25,2014,88,59,68,79,73,79,4.2,2
WR,Gabriel Kemble,27,2012,73,80,87,85,71,60,3.5,1
WR,Cordell Gerald,30,2007,51,59,51,79,64,68,2.6,2
WR,Justin Rhys,30,2008,66,81,83,69,65,62,0.5,1
WR,Darik Jose,27,2011,62,56,95,63,65,61,0.5,1
OL,Irving Zephania,23,2016,71,60,83,74,89,72,2.5,4
OL,Michael Umar,33,2004,116,70,80,81,94,98,5.2,2
OL,Hartwin Horace,23,2014,83,52,68,82,76,69,3.5,2
OL,Ha-Ha Bobby,25,2012,54,56,102,78,78,69,3.1,1
OL,Scott Ha-Ha,22,2015,94,66,68,75,88,64,3.1,2
OL,Squires Frank,27,2010,100,57,50,77,76,64,2.6,1
OL,Fred Mark,24,2013,95,63,76,72,69,82,2.6,2
OL,John Clayton,28,2009,53,56,74,76,74,52,1.9,3
OL,Trayvon Kendrick,28,2010,84,69,57,62,58,63,0.5,1
OL,Frank Shawnte,25,2013,91,77,78,56,64,67,0.5,1
K,Jon Stupak,36,2002,71,56,91,87,75,81,1.9,1
K,Adam David,32,2006,81,72,69,65,60,65,0.5,1
S,Samuel Juan,23,2014,78,62,77,84,61,69,3.5,3
S,Draymond Randall,26,2012,61,70,51,65,61,55,0.5,1
CB,Penjani Mack,28,2010,91,55,83,100,107,74,8.0,1
CB,Jack Quinton,24,2013,50,55,88,76,61,71,2.2,2
CB,Dontrell Rhys,21,2016,72,77,61,62,85,72,2.2,1
CB,Cordell Billy,29,2009,85,68,65,60,58,67,0.5,1
CB,Juan Ryan,27,2011,80,53,89,56,61,63,0.5,1
DL,Tran Dennis,28,2011,87,52,95,83,105,62,4.2,1
DL,Vashan Nate,23,2016,68,76,68,87,66,63,3.5,2
DL,Dajon Ben,26,2012,87,68,83,80,67,75,2.9,3
DL,Isaac Jimmy,26,2013,80,65,82,76,68,73,2.4,3
DL,Alan Fred,21,2016,78,70,78,74,64,75,2.6,3
DL,Edward Orlando,29,2009,59,54,58,62,64,64,0.5,1
DL,Johnson Carlos,25,2013,58,57,67,60,62,65,0.5,1
DL,Bobby Damian,30,2008,92,76,50,58,57,55,0.5,1
LB,Vinicio Leo,23,2016,71,69,76,91,84,75,4.5,4
LB,Orlando Tim,29,2009,93,79,67,77,78,79,2.9,1
LB,Dontrell Fred,23,2015,89,55,65,77,91,56,2.9,3
LB,Arthur Alwan,27,2010,55,77,61,62,67,99,1.9,3
LB,Delroy Daniel,27,2011,93,79,50,69,62,64,0.5,1
LB,Damon Jahquil,23,2015,64,79,81,68,59,65,0.5,1
LB,Tim Steven,29,2009,70,57,74,59,63,60,0.5,1
LB,Tyronne Otis,27,2011,50,60,80,55,55,63,0.5,1
END_PLAYERS
Yukon Grizzlies,YUK
QB,Giacobbe Bartheliny,21,2016,63,89,69,99,60,75,4.5,4
RB,Oscar Nico,31,2006,92,78,54,86,88,67,5.0,1
RB,Tyler Micha,29,2008,84,86,80,66,83,73,3.6,2
RB,Anthony Ben,28,2009,89,72,69,64,85,61,2.8,2
RB,Gerald Ha-Ha,29,2009,54,73,64,63,61,61,0.5,1
WR,Clancy Wade,31,2008,85,63,81,92,67,71,4.2,2
WR,Arjan Upton,21,2016,84,77,72,81,77,62,3.9,3
WR,Dashiell Jaxson,24,2015,82,64,68,74,70,88,3.9,3
WR,Blake Lucian,23,2014,64,61,76,83,57,70,3.2,2
WR,Steven Adrian,29,2009,89,83,50,61,65,58,0.5,1
WR,George Gerald,22,2016,99,51,56,61,57,64,0.5,1
OL,Cavan Ansgar,26,2012,98,81,90,92,78,84,6.4,3
OL,Ralph Talin,24,2014,57,60,91,78,85,78,3.7,1
OL,Matthew Tyronne,32,2006,82,85,92,80,74,76,2.9,3
OL,Long Ralph,23,2014,95,68,58,82,66,65,2.9,1
OL,Donald Otis,25,2012,74,56,86,78,71,69,2.8,1
OL,Dexter Umar,27,2010,69,69,50,71,58,92,2.2,2
OL,Eric Walter,25,2014,50,61,78,71,80,57,2.0,3
OL,Roy Jimmy,30,2008,84,67,76,67,67,67,0.5,1
OL,Bruce Joseph,30,2008,90,55,65,56,65,59,0.5,1
OL,Daniel Tim,30,2008,65,51,58,57,61,61,0.5,1
K,Myers Hunter,26,2012,54,62,51,64,95,66,2.2,3
K,Hunter Perry,28,2010,50,73,51,57,57,63,0.5,1
S,Koa Kurt,28,2010,80,78,74,80,73,76,3.7,1
S,Deon Tran,25,2013,63,61,70,58,57,64,0.5,1
CB,Sandro Reuben,23,2016,99,61,72,86,75,82,3.0,4
CB,Rupert Mason,30,2007,50,67,83,85,81,81,4.0,2
CB,Tyree Roy,32,2006,105,76,90,85,65,76,2.8,1
CB,Omari Joe,27,2010,85,76,58,69,74,76,2.2,3
CB,Theo Rhys,24,2013,77,51,50,68,74,70,2.0,2
CB,Aaron Delroy,27,2011,75,67,90,65,68,56,0.5,1
DL,Carl Joe,26,2011,90,76,61,106,77,80,8.0,4
DL,Bobby Jack,33,2005,82,72,66,78,82,59,2.4,1
DL,Abel Bjorn,24,2015,88,57,66,76,81,59,2.6,2
DL,Roy Eric,27,2011,91,55,99,69,68,86,2.2,1
DL,Eric Alan,27,2012,60,71,82,69,63,81,1.9,1
DL,Dennis Draymond,25,2013,59,56,71,69,60,60,0.5,1
DL,James Umar,25,2013,73,74,56,58,69,64,0.5,1
DL,Joe Joe,32,2006,98,73,64,58,63,61,0.5,1
LB,Dixon Micheal,22,2016,94,88,72,87,82,62,1.5,4
LB,Pika Moti,29,2008,68,52,73,81,80,71,3.1,2
LB,Blewitt Carlos,25,2012,51,74,83,81,69,71,3.1,2
LB,Steven Draymond,24,2014,52,60,50,61,61,59,0.5,1
LB,Perry Nate,30,2008,69,52,73,56,63,64,0.5,1
LB,Mark Lebron,33,2005,55,62,95,56,61,60,0.5,1
LB,Scott Spike,33,2005,55,76,50,56,61,55,0.5,1
END_PLAYERS
Miami Manatees,MIA
QB,William Samuel,22,2016,83,92,76,62,92,77,8.5,4
QB,Billy Tim,26,2012,105,63,52,67,63,66,0.5,1
RB,Edgardo Alinafe,29,2010,101,58,95,78,97,79,6.6,3
RB,Shannon Napoleon,29,2008,80,57,64,84,68,69,3.3,1
RB,Damarco Juan,24,2014,68,66,86,83,67,62,3.1,3
RB,Jarvis Douglas,24,2014,51,60,74,64,62,66,0.5,1
WR,Sheamus Dries,29,2008,81,70,63,78,77,84,4.2,3
WR,Benj Conall,28,2009,77,81,89,79,73,83,3.9,2
WR,Cian Bert,32,2005,99,77,60,72,90,68,3.0,3
WR,Justin Justin,27,2011,97,73,65,68,82,70,2.8,2
WR,Steven Jordan,26,2012,53,67,65,65,69,56,0.5,1
WR,Tran Squires,32,2006,71,52,50,55,69,57,0.5,1
OL,Narciso Remo,21,2016,90,68,79,68,90,76,3.0,4
OL,Gabriel Sekani,32,2006,82,51,72,79,75,90,3.3,1
OL,Nguyen Damian,25,2012,85,70,93,79,87,65,3.3,3
OL,Quinton Dontrell,29,2009,72,69,71,82,57,81,2.8,2
OL,Leland Mortimer,25,2012,57,50,57,78,64,75,2.8,1
OL,Tran Wayne,26,2011,66,79,93,75,73,58,2.0,2
OL,George Mark,23,2016,73,76,55,71,72,65,2.0,1
OL,Lucius Brady,29,2009,54,70,79,65,56,69,0.5,1
OL,Tre Andrew,22,2016,92,63,73,68,59,60,0.5,1
OL,Ronald Roy,30,2008,63,56,81,56,56,67,0.5,1
K,Randall Eli,31,2007,103,89,90,60,90,75,1.5,1
K,Carlos Shawnte,28,2009,65,56,90,78,63,65,1.1,1
S,Colin Elray,22,2016,75,92,72,89,64,74,4.0,4
S,Donald Alan,27,2011,80,75,83,68,64,66,0.5,1
CB,Mario Horace,26,2011,99,54,81,94,80,64,4.4,3
CB,Quinton Tim,29,2010,68,78,51,78,88,66,2.9,2
CB,Jimmy Shawnte,30,2008,57,70,56,72,58,92,2.2,2
